channel_name,category,Sub-category,Customer Remarks,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score,Response Time (mins)
Outcall,Refund Related,Refund Enquiry,No Remarks,2023-07-30 11:29:00,2023-02-08 07:28:00,2023-02-08 10:19:00,2023-08-02,CHANGANACHERRY,Home Appliences,21999.0,,Joshua Greene,Scarlett Chen,John Smith,0-30,Morning,5.0,171.0
Outcall,Returns,Missing,No Remarks,2023-07-30 19:57:00,2023-01-08 18:21:00,2023-01-08 18:23:00,2023-08-01,BANGALORE,Home Appliences,447.0,,Mark Ruiz,Lucas Singh,John Smith,31-60,Evening,5.0,2.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-01-08 15:39:00,2023-01-08 17:52:00,2023-08-01,Unknown,Unknown,,,Matthew Mendoza MD,William Park,John Smith,61-90,Evening,5.0,133.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-02-08 18:36:00,2023-02-08 18:38:00,2023-08-02,Unknown,Unknown,,,Jessica Hahn,Madison Kim,Emily Chen,>90,Split,1.0,2.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-02-08 19:13:00,2023-02-08 19:16:00,2023-08-02,Unknown,Unknown,,,Timothy Butler,Elijah Yamaguchi,Michael Lee,>90,Afternoon,5.0,3.0
Outcall,Returns,Wrong,Thank you   for your valuable time & support ,,2023-02-08 22:35:00,2023-02-08 23:37:00,2023-08-02,Unknown,Unknown,,,Anthony Cook,Noah Patel,Michael Lee,31-60,Night,5.0,62.0
Inbound,Order Related,Order status enquiry,Good night,,2023-01-08 20:48:00,2023-01-08 20:51:00,2023-08-01,Unknown,Unknown,,,Edward Hawkins,Nathan Patel,Emily Chen,>90,Evening,5.0,3.0
Inbound,Returns,Fraudulent User,No,,2023-01-08 21:07:00,2023-02-08 06:39:00,2023-08-02,Unknown,Unknown,,,Jessica Williams,Lucas Singh,John Smith,31-60,Evening,5.0,43772.0
Inbound,Order Related,Customer Requested Modifications,No Remarks,,2023-01-08 21:37:00,2023-01-08 23:56:00,2023-08-01,Unknown,Unknown,,,Anita Roberts,Mia Patel,Emily Chen,0-30,Evening,5.0,139.0
Outcall,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 07:12:00,2023-02-08 07:17:00,2023-08-02,Unknown,Unknown,,,Jesse Shaffer,Ethan Tan,John Smith,>90,Morning,4.0,5.0
Inbound,Returns,Reverse Pickup Enquiry,Thank you so much ,,2023-02-08 08:11:00,2023-02-08 08:11:00,2023-08-02,Unknown,Unknown,,,David Smith,Nathan Patel,John Smith,>90,Split,5.0,0.0
Inbound,Returns,Service Centres Related,?? no,2023-06-19 17:37:00,2023-01-08 00:17:00,2023-01-08 01:14:00,2023-08-01,DARBHANGA,Home Appliences,16390.0,,Gina Richards,Logan Lee,Emily Chen,61-90,Evening,1.0,57.0
Inbound,Returns,Missing,No Remarks,,2023-01-08 11:43:00,2023-01-08 12:01:00,2023-08-01,Unknown,Unknown,,,Jerome Gray,Sophia Sato,John Smith,0-30,Morning,5.0,18.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-02-08 16:41:00,2023-02-08 16:44:00,2023-08-02,Unknown,Unknown,,,Mackenzie Phillips,Emma Park,John Smith,31-60,Morning,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,Please provide customer support in regional language like Bengali ,,2023-02-08 19:14:00,2023-02-08 19:22:00,2023-08-02,Unknown,Unknown,,,Chelsea Johnson,Mia Patel,Emily Chen,0-30,Evening,5.0,8.0
Inbound,Returns,Technician Visit,Delete in Shopzilla account ,2023-07-21 15:09:00,,2023-01-08 00:17:00,2023-08-01,NEW DELHI,Electronics,1099.0,,Elizabeth Mills,Lucas Singh,John Smith,>90,Evening,1.0,
Inbound,Returns,Return request,No Remarks,,2023-02-08 15:24:00,2023-02-08 15:32:00,2023-08-02,Unknown,Unknown,,,Mary Johnston,Zoe Yamamoto,John Smith,>90,Afternoon,5.0,8.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-02-08 09:41:00,2023-02-08 09:43:00,2023-08-02,Unknown,Unknown,,,Stacey Lynch,Austin Johnson,Michael Lee,0-30,Morning,5.0,2.0
Inbound,Refund Related,Refund Related Issues,No Remarks,,2023-02-08 13:22:00,2023-02-08 13:26:00,2023-08-02,Unknown,Unknown,,,Daniel Murphy,Noah Patel,Michael Lee,>90,Morning,5.0,4.0
Inbound,Returns,Missing,Next time better ,,2023-02-08 18:55:00,2023-02-08 18:57:00,2023-08-02,Unknown,Unknown,,,Ashley Dunlap,Aiden Patel,Olivia Tan,On Job Training,Evening,5.0,2.0
Inbound,Cancellation,Not Needed,No Remarks,,2023-02-08 19:37:00,2023-02-08 19:40:00,2023-08-02,Unknown,Unknown,,,Richard Oconnor,Mia Yamamoto,Emily Chen,0-30,Evening,5.0,3.0
Inbound,Order Related,Delayed,Very poor service and support ,2023-07-17 15:57:00,2023-02-08 20:07:00,2023-02-08 20:23:00,2023-08-02,HALDWANI,Home Appliences,25990.0,,Michael Dunlap,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,1.0,16.0
Outcall,Order Related,Delayed,No Remarks,2023-07-31 22:41:00,2023-01-08 19:19:00,2023-01-08 19:19:00,2023-08-01,Unknown,Electronics,14999.0,,Randy Finley,Emily Yamashita,Michael Lee,>90,Morning,5.0,0.0
Inbound,Returns,Service Centres Related,No Remarks,,2023-01-08 17:31:00,2023-01-08 17:32:00,2023-08-01,Unknown,Unknown,,,Elizabeth Lopez,Mia Patel,Emily Chen,>90,Evening,4.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 21:20:00,2023-02-08 09:41:00,2023-08-02,Unknown,Unknown,,,Penny Lam,Elijah Yamaguchi,Emily Chen,61-90,Evening,5.0,43941.0
Inbound,Returns,Fraudulent User,Thanks for understanding my problem and helping me out ,,2023-01-08 22:05:00,2023-01-08 22:07:00,2023-08-01,Unknown,Unknown,,,Jessica Kelly,Landon Tanaka,Emily Chen,>90,Split,5.0,2.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-02-08 10:19:00,2023-02-08 10:26:00,2023-08-02,Unknown,Unknown,,,Mrs. Heather Williams,Isabella Wong,Emily Chen,>90,Split,3.0,7.0
Outcall,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 17:04:00,2023-02-08 17:33:00,2023-08-02,Unknown,Unknown,,,Karen Smith,Lucas Singh,John Smith,>90,Evening,5.0,29.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-19 17:28:00,2023-01-08 09:39:00,2023-01-08 09:49:00,2023-08-01,PUNE,Home,417.0,,Pamela Johnson,Scarlett Chen,John Smith,0-30,Morning,1.0,10.0
Inbound,Refund Related,Refund Related Issues,No Remarks,,2023-02-08 19:42:00,2023-02-08 20:02:00,2023-08-02,Unknown,Unknown,,,Jessica Allen,Abigail Suzuki,Jennifer Nguyen,On Job Training,Evening,1.0,20.0
Outcall,Returns,Return request,Nk,,2023-01-08 16:56:00,2023-01-08 16:58:00,2023-08-01,Unknown,Unknown,,,Michael Martin,Noah Patel,Michael Lee,31-60,Evening,5.0,2.0
Email,Refund Related,Refund Enquiry,No Remarks,,2023-02-08 12:24:00,2023-02-08 12:26:00,2023-08-02,Unknown,Unknown,,,Theresa Stewart,Madison Kim,John Smith,>90,Morning,4.0,2.0
Outcall,Returns,Missing,No Remarks,,2023-02-08 11:53:00,2023-02-08 22:10:00,2023-08-02,Unknown,Unknown,,,Mackenzie Phillips,Emma Park,John Smith,31-60,Morning,5.0,617.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 21:14:00,2023-02-08 21:16:00,2023-08-02,Unknown,Unknown,,,Ryan Thompson,Olivia Wang,Emily Chen,31-60,Evening,5.0,2.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-01-08 09:34:00,2023-01-08 09:44:00,2023-08-01,Unknown,Unknown,,,James Jordan,Aiden Patel,John Smith,31-60,Morning,5.0,10.0
Email,Refund Related,Refund Related Issues,No Remarks,,2023-01-08 17:49:00,2023-01-08 17:49:00,2023-08-01,Unknown,Unknown,,,Philip Harmon,Emma Park,John Smith,>90,Morning,1.0,0.0
Inbound,Order Related,Installation/demo,Noise watch not restart,,2023-02-08 12:37:00,2023-02-08 12:41:00,2023-08-02,Unknown,Unknown,,,William Little MD,Evelyn Kimura,John Smith,0-30,Morning,1.0,4.0
Inbound,Order Related,Order status enquiry,No any response my orderVery bad costumer service,2023-07-28 18:23:00,2023-01-08 10:51:00,2023-01-08 14:42:00,2023-08-01,CHANDRAPUR,Mobile,11999.0,,Douglas Savage,Jackson Park,John Smith,>90,Morning,1.0,231.0
Outcall,Order Related,Order status enquiry,Small product is take so much time and my order is ariving 2 aug but suddanly is change to 5 aug,2023-07-29 11:13:00,2023-02-08 17:24:00,2023-02-08 19:27:00,2023-08-02,JAMNAGAR,Electronics,203.0,,Joshua Rodriguez,Jackson Park,William Kim,On Job Training,Evening,1.0,123.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 10:29:00,2023-01-08 10:57:00,2023-08-01,Unknown,Unknown,,,Joseph Harris,Nathan Patel,John Smith,>90,Split,5.0,28.0
Inbound,Returns,Reverse Pickup Enquiry,Reten,,2023-02-08 16:48:00,2023-02-08 16:51:00,2023-08-02,Unknown,Unknown,,,Amy Vazquez,Elijah Yamaguchi,Michael Lee,>90,Night,1.0,3.0
Inbound,Order Related,Delayed,No Remarks,,2023-02-08 19:47:00,2023-02-08 19:49:00,2023-08-02,Unknown,Unknown,,,Mary Johnston,Zoe Yamamoto,John Smith,>90,Afternoon,5.0,2.0
Inbound,Cancellation,Not Needed,No Remarks,2023-07-23 19:36:00,2023-01-08 17:03:00,2023-01-08 18:42:00,2023-08-01,PUNE,Books & General merchandise,1299.0,,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,4.0,99.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 12:39:00,2023-01-08 12:40:00,2023-08-01,Unknown,Unknown,,,Vicki Collins,Dylan Kim,Michael Lee,>90,Morning,5.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 18:38:00,2023-01-08 18:40:00,2023-08-01,Unknown,Unknown,,,Brandon Martin,Nathan Patel,John Smith,>90,Afternoon,4.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 20:10:00,2023-01-08 20:12:00,2023-08-01,Unknown,Unknown,,,Laura Beck,Noah Patel,Emily Chen,>90,Afternoon,5.0,2.0
Email,Order Related,Delayed,No Remarks,,2023-02-08 20:24:00,2023-02-08 20:32:00,2023-08-02,Unknown,Unknown,,,Kenneth Ramos,Aiden Patel,Olivia Tan,On Job Training,Evening,5.0,8.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-01-08 22:43:00,2023-02-08 18:51:00,2023-08-02,Unknown,Unknown,,,Jaime Henderson,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,44408.0
Outcall,Returns,Return request,No Remarks,,2023-02-08 15:25:00,2023-02-08 18:25:00,2023-08-02,Unknown,Unknown,,,Kevin Griffin,Evelyn Kimura,John Smith,0-30,Morning,5.0,180.0
Inbound,Returns,Fraudulent User,Nice ,,2023-01-08 14:52:00,2023-01-08 15:56:00,2023-08-01,Unknown,Unknown,,,Gloria Walker,Noah Patel,Emily Chen,>90,Split,4.0,64.0
Inbound,Returns,Missing,No Remarks,,2023-02-08 20:04:00,2023-02-08 20:06:00,2023-08-02,Unknown,Unknown,,,Edwin Wilson,Ethan Tan,Michael Lee,>90,Evening,5.0,2.0
Outcall,Returns,Reverse Pickup Enquiry,Good ,2023-07-23 19:25:00,2023-02-08 11:46:00,2023-02-08 11:56:00,2023-08-02,CUDDAPAH,Electronics,1453.0,,Timothy Henry,William Park,John Smith,31-60,Morning,5.0,10.0
Inbound,Returns,Return request,No Remarks,,2023-01-08 21:48:00,2023-01-08 21:51:00,2023-08-01,Unknown,Unknown,,,Ronald Garcia,Elijah Yamaguchi,Emily Chen,>90,Morning,5.0,3.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-02-08 22:45:00,2023-02-08 23:00:00,2023-08-02,Unknown,Unknown,,,Alyssa Mcpherson,Brayden Wong,Michael Lee,>90,Afternoon,1.0,15.0
Inbound,Order Related,Delayed,No Remarks,2023-07-21 18:40:00,2023-02-08 21:01:00,2023-02-08 21:02:00,2023-08-02,AURANGABAD,LifeStyle,499.0,,Robert Elliott,Jackson Park,Michael Lee,31-60,Evening,5.0,1.0
Inbound,Order Related,Delayed,No Remarks,2023-07-27 14:13:00,2023-02-08 10:50:00,2023-02-08 10:53:00,2023-08-02,MUNGER,Books & General merchandise,17.0,,Ryan Payne,Scarlett Chen,John Smith,0-30,Morning,5.0,3.0
Email,Returns,Fraudulent User,Call disconnect and not provide information proper,2023-07-17 00:34:00,2023-02-08 14:44:00,2023-02-08 16:06:00,2023-08-02,BARAUT,Electronics,1699.0,,Jonathan Moore,Zoe Yamamoto,John Smith,>90,Morning,1.0,82.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-01-08 10:21:00,2023-01-08 11:01:00,2023-08-01,Unknown,Unknown,,,Alexander Mata,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5.0,40.0
Inbound,Returns,Reverse Pickup Enquiry,My issue is not resolved from yesterday.this is not a good thing.if customer issue is not solved quickly then why we don't do shopping from other shopping app where our issue is solved quickly ,,2023-01-08 17:30:00,2023-01-08 17:37:00,2023-08-01,Unknown,Unknown,,,Michele Kramer,William Park,John Smith,61-90,Evening,4.0,7.0
Inbound,Returns,Reverse Pickup Enquiry,Everything is good ??,,2023-02-08 07:14:00,2023-02-08 07:17:00,2023-08-02,Unknown,Unknown,,,John Richardson,Dylan Kim,Michael Lee,>90,Morning,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,Wrong Product received.,,2023-02-08 18:53:00,2023-02-08 19:10:00,2023-08-02,Unknown,Unknown,,,Jorge Ingram,Elijah Yamaguchi,Emily Chen,>90,Split,1.0,17.0
Inbound,Returns,Wrong,No Remarks,2023-07-26 18:55:00,,2023-01-08 00:04:00,2023-08-01,GOPALGANJ,Electronics,18990.0,,Vincent Nguyen,Elijah Yamaguchi,Michael Lee,31-60,Afternoon,3.0,
Inbound,Returns,Technician Visit,No Remarks,,2023-01-08 21:36:00,2023-01-08 21:41:00,2023-08-01,Unknown,Unknown,,,Michael Cooper,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,5.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-02-08 12:18:00,2023-02-08 12:25:00,2023-08-02,Unknown,Unknown,,,Joshua Mccarthy,Olivia Suzuki,John Smith,31-60,Morning,5.0,7.0
Outcall,Returns,Return request,No Remarks,,2023-02-08 13:08:00,2023-02-08 13:13:00,2023-08-02,Unknown,Unknown,,,Michael Dunlap,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,5.0,5.0
Inbound,Feedback,UnProfessional Behaviour,Good communication skills ,2023-07-16 13:52:00,2023-01-08 07:30:00,2023-01-08 07:32:00,2023-08-01,MUZAFFARNAGAR,LifeStyle,275.0,,Tina Garza,Noah Patel,Michael Lee,>90,Morning,5.0,2.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-02-08 08:55:00,2023-02-08 09:14:00,2023-08-02,Unknown,Unknown,,,Jessica Daugherty,Emily Yamashita,John Smith,>90,Split,5.0,19.0
Inbound,Order Related,Order status enquiry,No Remarks,2023-07-30 12:32:00,2023-01-08 16:51:00,2023-01-08 16:55:00,2023-08-01,UNNAO,LifeStyle,499.0,,Trevor Villarreal,Elijah Yamaguchi,Michael Lee,31-60,Morning,5.0,4.0
Inbound,Order Related,Delayed,No Remarks,2023-07-28 12:16:00,2023-01-08 17:59:00,2023-01-08 18:01:00,2023-08-01,SAWER,Mobile,6499.0,,Andrea Conley,Noah Patel,Michael Lee,31-60,Evening,5.0,2.0
Outcall,Product Queries,Product Specific Information,No Remarks,,2023-02-08 14:59:00,2023-02-08 15:00:00,2023-08-02,Unknown,Unknown,,,Amanda Miller,Abigail Suzuki,Jennifer Nguyen,On Job Training,Morning,5.0,1.0
Inbound,Refund Related,Refund Enquiry,No Remarks,,2023-02-08 21:34:00,2023-02-08 21:36:00,2023-08-02,Unknown,Unknown,,,Daniel Dalton,Elijah Yamaguchi,Emily Chen,61-90,Evening,5.0,2.0
Outcall,Returns,Wrong,No Remarks,,2023-01-08 12:54:00,2023-01-08 12:56:00,2023-08-01,Unknown,Unknown,,,Bobby Higgins,Scarlett Chen,John Smith,0-30,Morning,4.0,2.0
Inbound,Order Related,Order status enquiry,Thanks ??,,2023-01-08 18:29:00,2023-01-08 18:29:00,2023-08-01,Unknown,Unknown,,,Joel Marsh,Madison Kim,Michael Lee,31-60,Evening,5.0,0.0
Inbound,Returns,Missing,No Remarks,,2023-02-08 11:01:00,2023-02-08 11:03:00,2023-08-02,Unknown,Unknown,,,Vicki Collins,Dylan Kim,Michael Lee,>90,Morning,5.0,2.0
Outcall,Order Related,Seller Cancelled Order,Worst Shopzilla customer service. Shopzilla shouldn't cancel order without ack from customer and also there's no compensation for customer satisfiaction. it makes us to move out from Shopzilla.,,2023-02-08 11:50:00,2023-02-08 11:56:00,2023-08-02,Unknown,Unknown,,,Kathy Price,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,1.0,6.0
Inbound,Order Related,Seller Cancelled Order,No Remarks,,2023-01-08 16:09:00,2023-01-08 16:54:00,2023-08-01,Unknown,Unknown,,,Michelle Banks,Nathan Patel,Michael Lee,>90,Night,5.0,45.0
Outcall,Order Related,Order status enquiry,I am waiting second item today because today evening my flight please solve that today thanks ,,2023-01-08 16:35:00,2023-01-08 16:36:00,2023-08-01,Unknown,Unknown,,,Carolyn Sullivan,Brayden Wong,Michael Lee,>90,Afternoon,5.0,1.0
Outcall,Cancellation,Not Needed,Nothing to say thanks for solving my issue,,2023-01-08 23:40:00,2023-01-08 23:45:00,2023-08-01,Unknown,Unknown,,,Brandy Shea,Carter Park,Michael Lee,>90,Evening,5.0,5.0
Outcall,Refund Related,Refund Enquiry,No Remarks,,2023-02-08 08:52:00,2023-02-08 09:13:00,2023-08-02,Unknown,Unknown,,,Kyle Warren DDS,Scarlett Chen,John Smith,0-30,Morning,5.0,21.0
Inbound,Refund Related,Refund Related Issues,No Remarks,2023-07-26 19:05:00,2023-01-08 18:13:00,2023-01-08 18:44:00,2023-08-01,DHARAMASALA,Mobile,10999.0,,Whitney Wheeler,Lucas Singh,John Smith,>90,Evening,1.0,31.0
Inbound,Returns,Return request,No Remarks,2023-07-25 20:37:00,2023-01-08 15:18:00,2023-01-08 17:52:00,2023-08-01,AGRA,Electronics,2499.0,,Thomas Lewis,Aiden Patel,John Smith,31-60,Morning,4.0,154.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-01-08 11:15:00,2023-01-08 11:19:00,2023-08-01,Unknown,Unknown,,,Jennifer Lewis,Madison Kim,John Smith,>90,Morning,5.0,4.0
Inbound,Order Related,Delayed,No Remarks,,2023-01-08 13:58:00,2023-01-08 14:15:00,2023-08-01,Unknown,Unknown,,,Andrea Peterson,Nathan Patel,Michael Lee,>90,Afternoon,1.0,17.0
Inbound,Cancellation,Return cancellation,No Remarks,,2023-01-08 18:58:00,2023-01-08 19:02:00,2023-08-01,Unknown,Unknown,,,Anita Roberts,Mia Patel,Emily Chen,0-30,Evening,5.0,4.0
Outcall,Cancellation,Return cancellation,No Remarks,,2023-01-08 20:19:00,2023-02-08 11:57:00,2023-08-02,Unknown,Unknown,,,Laura Beck,Noah Patel,Emily Chen,>90,Afternoon,1.0,44138.0
Inbound,Order Related,General Enquiry,"Shopzilla customer service executive   was very helpful,I appreciate her to good future ahead in your company.",,2023-02-08 11:02:00,2023-02-08 11:46:00,2023-08-02,Unknown,Unknown,,,Juan Snyder,Landon Tanaka,John Smith,>90,Morning,5.0,44.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 16:33:00,2023-02-08 16:44:00,2023-08-02,Unknown,Unknown,,,Kathy Decker DVM,Amelia Tanaka,Michael Lee,31-60,Evening,5.0,11.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-02-08 21:28:00,2023-02-08 21:33:00,2023-08-02,Unknown,Unknown,,,Lisa Osborne,Wyatt Kim,Michael Lee,61-90,Afternoon,5.0,5.0
Email,Refund Related,Refund Enquiry,No,,2023-01-08 15:53:00,2023-01-08 15:55:00,2023-08-01,Unknown,Unknown,,,Debbie Johnson,Emily Yamashita,Michael Lee,>90,Morning,5.0,2.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-01-08 18:05:00,2023-01-08 18:29:00,2023-08-01,Unknown,Unknown,,,Terry Young,Madison Kim,Michael Lee,31-60,Evening,5.0,24.0
Outcall,Order Related,Order status enquiry,Thankyou so much ,,2023-02-08 18:21:00,2023-02-08 18:28:00,2023-08-02,Unknown,Unknown,,,Amanda Cook,Emma Park,Jennifer Nguyen,On Job Training,Evening,5.0,7.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 20:47:00,2023-02-08 21:01:00,2023-08-02,Unknown,Unknown,,,Charlotte Thomas,Mia Patel,Emily Chen,>90,Evening,5.0,14.0
Inbound,Returns,Reverse Pickup Enquiry,Nyc talkng,2023-07-19 22:41:00,2023-01-08 21:50:00,2023-01-08 21:55:00,2023-08-01,BERHAMPUR,Home,1376.0,,Carla Burke,Amelia Tanaka,Michael Lee,31-60,Evening,5.0,5.0
Inbound,Returns,Service Centres Related,Thanks ,2022-08-01 13:45:00,2023-01-08 12:43:00,2023-01-08 12:44:00,2023-08-01,NEW DELHI,Electronics,1799.0,,Jenna Rivas,Mia Patel,John Smith,>90,Morning,5.0,1.0
Outcall,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 10:43:00,2023-02-08 10:44:00,2023-08-02,Unknown,Unknown,,,Shelly Huber,William Park,John Smith,61-90,Evening,5.0,1.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-02-08 23:30:00,2023-02-08 23:33:00,2023-08-02,Unknown,Unknown,,,Sean Walters,Jacob Sato,Emily Chen,0-30,Evening,4.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,"You have played around with this order. Without taking customers concern, how can you plan the resolution/pick-up of the products? Don't you have brain to check with the customers availability? Also, no courtesy to atleast reach customer and apologize for the mess created by Shopzilla due to systems failure. Order placed on 8 July and 19 July damaged product delivered. I'm still awaiting for the resolution and refund.",,2023-02-08 17:33:00,2023-02-08 18:22:00,2023-08-02,Unknown,Unknown,,,Amanda Martinez,Elijah Yamaguchi,John Smith,>90,Evening,1.0,49.0
Inbound,Returns,Exchange / Replacement,Excellent ,,2023-01-08 10:00:00,2023-01-08 10:26:00,2023-08-01,Unknown,Unknown,,,Michelle Williams,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5.0,26.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-01-08 19:26:00,2023-01-08 19:35:00,2023-08-01,Unknown,Unknown,,,David Todd,Noah Patel,Michael Lee,31-60,Evening,5.0,9.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 01:11:00,2023-02-08 01:57:00,2023-08-02,Unknown,Unknown,,,Jacob Mueller,Emily Yamashita,Michael Lee,>90,Morning,1.0,46.0
Outcall,Offers & Cashback,Instant discount,No Remarks,,2023-02-08 13:10:00,2023-02-08 13:20:00,2023-08-02,Unknown,Unknown,,,David Steele,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5.0,10.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 19:01:00,2023-02-08 19:04:00,2023-08-02,Unknown,Unknown,,,Rachel Smith,Alexander Tanaka,Michael Lee,0-30,Evening,5.0,3.0
Inbound,Returns,Fraudulent User,No Remarks,2023-07-21 18:15:00,2023-01-08 10:04:00,2023-01-08 10:07:00,2023-08-01,UDAIPUR,Electronics,2399.0,,Bobby Higgins,Scarlett Chen,John Smith,0-30,Morning,5.0,3.0
Inbound,Order Related,Priority delivery,No Remarks,,2023-01-08 14:52:00,2023-01-08 14:52:00,2023-08-01,Unknown,Unknown,,,Joshua Stewart,Sophia Sato,John Smith,>90,Afternoon,5.0,0.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 16:16:00,2023-02-08 17:12:00,2023-08-02,Unknown,Unknown,,,Blake Davis,Amelia Tanaka,Michael Lee,31-60,Evening,5.0,56.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-02-08 09:09:00,2023-02-08 09:11:00,2023-08-02,Unknown,Unknown,,,Vicki Collins,Dylan Kim,Michael Lee,>90,Morning,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-07 19:29:00,,2023-02-08 07:12:00,2023-08-02,BELLARY,Books & General merchandise,928.0,,Tamara Washington,Elijah Yamaguchi,John Smith,>90,Evening,4.0,
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-24 11:38:00,,2023-01-08 11:45:00,2023-08-01,BANKURA,LifeStyle,1409.0,,Veronica Martinez,William Park,John Smith,61-90,Evening,5.0,
Inbound,Order Related,Order status enquiry,Very nice ,,2023-01-08 10:46:00,2023-01-08 11:08:00,2023-08-01,Unknown,Unknown,,,John Jones,Aiden Patel,John Smith,>90,Morning,4.0,22.0
